Customer Code,Name ,April,April Achv.,May,May Achv.,June,June Achv.,July,July Achv.,August,August Achv.,September,September Achv.,October,October Achv.,November,November Achv.,December,December Achv.,January,January Achv.,February,February Achv.,March,March Achv.
NSRE04389,ROY HARDWARE (COOCHBIHAR)(RSDR189),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02059,BAPARI HARDWARE (RSDB192),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02098,CHAKRABORTY HARDWARE STORES (RSDC249),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE02108,P.B.TRADING (RSDP193),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02142,DOLA PHOUZDER (RSDD283),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02234,KWANDAKAR HARDWARE(RSDK185),130,0,130,0,130,0,117,0,117,0,117,0,117,0,141,0,141,0,141,0,141,0,141,0
SDRE02299,MAA ENTERPRISE (MATALHAT) (RSDM207),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02403,NURJAMAL MIYA (RSDN220),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02408,OM NAMAH SHIBAYAM ENTERPRISE (RSDO210),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02472,RAJJAK FERTILIZER & CEMENT (RSDR237),70,0,70,0,70,0,63,0,63,0,63,0,63,0,76,0,76,0,76,0,76,0,76,0
SDRE02494,ROY CEMENT COUNTER(RSDR177),70,0,70,0,70,0,63,0,63,0,63,0,63,0,76,0,76,0,76,0,76,0,76,0
SDRE02515,SAHA BUILDERS (RSDS206),60,0,60,0,60,0,54,0,54,0,54,0,54,0,65,0,65,0,65,0,65,0,65,0
SDRE03817,PAUL ENTERPRISE (COOCHBIHAR) (RSDP241),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE03820,SARKAR HARDWARE(GOOSANIMARI) (RSDS219),60,0,60,0,60,0,54,0,54,0,54,0,54,0,65,0,65,0,65,0,65,0,65,0
SDRE03821,HOQUE ENTERPRISE (RSDH238),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE06044,JOY GURU ENTERPRISE (RSDJ208),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE06052,B.R HARDWARES & VARIETIES (RSDB302),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
SDRE06079,SARKAR ENTERPRISE (BHUTKURA) (RSDS209),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE06508,SUBHA ENTERPRISE(RSDS556),60,0,60,0,60,0,54,0,54,0,54,0,54,0,65,0,65,0,65,0,65,0,65,0
SDRE02605,GANDHESWARI ENTERPRISE (RSDG457),15,0,15,0,15,0,14,0,14,0,14,0,14,0,17,0,17,0,17,0,17,0,17,0
SDRE02063,BARMAN HARDWARE (RSDB303),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE02183,GOUR GOBINDHA HARDWARE (RSDG306),70,0,70,0,70,0,63,0,63,0,63,0,63,0,76,0,76,0,76,0,76,0,76,0
SDRE02231,KESHAB CH BARMAN (RSDK305),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE02400,NUR ISLAM ENTERPRISE (RSDN312),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE02540,SARKAR HARDWARE(RSDM311),65,0,65,0,65,0,59,0,59,0,59,0,59,0,71,0,71,0,71,0,71,0,71,0
SDRE02683,DUTTA HARDWARE (TUFANGANJ)(RSDD618),35,0,35,0,35,0,32,0,32,0,32,0,32,0,38,0,38,0,38,0,38,0,38,0
SDRE02086,BIREN BARMAN(RSDB166),100,320,100,0,100,0,90,0,90,0,90,0,90,0,108,0,108,0,108,0,108,0,108,0
SDRE02107,RADHAMURARI ENTERPRISE (RSDR267),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02136,SAHA HARDWARE (COOCHBIHAR)(RSDM215),130,500,130,0,130,0,117,0,117,0,117,0,117,0,141,0,141,0,141,0,141,0,141,0
SDRE02147,DUTTA VARIETY(RSDD187),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE02177,HAQUE ENTERPRISE (RSDH369),55,0,55,0,55,0,50,0,50,0,50,0,50,0,60,0,60,0,60,0,60,0,60,0
SDRE02212,JOY GURU BUILDERS(RSDJ362),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE02227,KAMALA HARDWARE (RSDK361),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02549,SATTWATA NIRMAN BIPONI (RSDS432),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
SDRE02615,SWASTI HARDWARE (RSDS254),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE02630,TUFANGANJ HARDWARE(RSDT168),85,0,85,0,85,0,77,0,77,0,77,0,77,0,92,0,92,0,92,0,92,0,92,0
SDRE02660,BISWAJIT PAUL (RSDB280),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02661,BASANTI HARDWARE (COOCHBIHAR) (RSDB337),90,0,90,0,90,0,81,0,81,0,81,0,81,0,98,0,98,0,98,0,98,0,98,0
SDRE02662,TUHINA HARDWARE(RSDT188),100,0,100,0,100,0,90,0,90,0,90,0,90,0,108,0,108,0,108,0,108,0,108,0
SDRE02664,MODOK HARDWARE (RSDM385),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE02682,SREE DURGA BHANDAR(RSDS636),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE03787,SREE DURGA HARDWARE(RSDS418),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE04209,DUTTA ENTERPRISE(RSDD167),90,0,90,0,90,0,81,0,81,0,81,0,81,0,98,0,98,0,98,0,98,0,98,0
SDRE05405,ABDUL HABIB(RSDA186),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE05463,LOKNATH HARDWARE (RSDL273),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE05515,JUWEL ENTERPRISE(RSDJ654),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE06045,TAJ ENTERPRISE (RSDT253),70,0,70,0,70,0,63,0,63,0,63,0,63,0,76,0,76,0,76,0,76,0,76,0
SDRE06059,G.N. HARDWARE (RSDG336),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE06060,SATHI ENTERPRISE (RSDS338),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE06154,NEW SAHA ENTERPRISE (RSDN373),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE06378,BABA LOKNATH ENTERPRISE(RSDB497),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE06422,MAA SUROBALA HARDWARE(RSDM527),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE06423,PAUL HARDWARE (TUFANGANJ)(RSDP528),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE06425,MANJUSREE HARDWARE(RSDM532),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE06509,DE HARDWARE(RSDD558),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
SDRE03788,BALARAMPUR HARDWARE STORE (RSDB372),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE05572,AKASH HARDWARE(RSDA706),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE05635,ASHA HARDWARE (RSDA290),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE05637,GOURI HARI HARDWARE SHOP (RSDG288),15,0,15,0,15,0,14,0,14,0,14,0,14,0,17,0,17,0,17,0,17,0,17,0
SDRE06924,JOY GURU HARDWARE (TUFANGANJ)(RSDJ702),15,0,15,0,15,0,14,0,14,0,14,0,14,0,17,0,17,0,17,0,17,0,17,0
SDRE06929,MAA KAMAKHYA ENTERPRISE(RSDM705),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE06986,DAYARNOBI ENTERPRISE(RSDD728),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
SDRE07070,HOSSAIN HARDWARE(RSDH761),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE02300,MAA ENTERPRISE (DINHATA) (RSDM199),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE02518,SAHA HARDWARE (DINHATA) (RSDS445),100,0,100,0,100,0,90,0,90,0,90,0,90,0,108,0,108,0,108,0,108,0,108,0
SDRE02618,TAMMIN HARDWARE(RSDT173),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE03818,MAINUDDIN MIYA(RSDM666),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE03819,NIKITA HARDWARE(RSDN175),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE03837,KHANDAKAR ENTERPRISE(RSDK198),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE03838,MOON ENTERPRISE (COOCHBIHAR) (RSDM211),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE06081,RAJU STORES (RSDR400),35,0,35,0,35,0,32,0,32,0,32,0,32,0,38,0,38,0,38,0,38,0,38,0
SDRE06497,MAHABUB RAHAMAN(RSDM554),60,0,60,0,60,0,54,0,54,0,54,0,54,0,65,0,65,0,65,0,65,0,65,0
SDRE06650,NUR HARDWARE (DINHATA)(RSDN580),55,0,55,0,55,0,50,0,50,0,50,0,50,0,60,0,60,0,60,0,60,0,60,0
SDRE06854,SABUJ SATHI BUILDERS(RSDS665),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE06855,SITUMA ENTERPRISE(RSDS667),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
NSRE04292,MAA KALI TRADERS(RSDM182),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02171,GOURI HARDWARE (RSDG357),130,0,130,0,130,0,117,0,117,0,117,0,117,0,141,0,141,0,141,0,141,0,141,0
SDRE02256,M.T ENTERPRISE (RSDM353),65,0,65,0,65,0,59,0,59,0,59,0,59,0,71,0,71,0,71,0,71,0,71,0
SDRE02517,SAHA HARDWARE (MATHABHANGA)(RSDS741),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE07022,SWAPNA HARDWARE(RSDS734),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE07071,AINUL HARDWARE(RSDA764),35,0,35,0,35,0,32,0,32,0,32,0,32,0,38,0,38,0,38,0,38,0,38,0
SDRE02071,BHAI BHAI HARDWARE (RSDB323),60,0,60,0,60,0,54,0,54,0,54,0,54,0,65,0,65,0,65,0,65,0,65,0
SDRE02091,BISWAS HARDWARE STORES (RSDB286),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE02093,BROTHERS HARDWARE (RSDB278),200,300,200,0,200,0,180,0,180,0,180,0,180,0,216,0,216,0,216,0,216,0,216,0
SDRE02125,DEBNATH HARDWARE (RSDD242),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE02176,HAMID & SONS HARDWARE (RSDH246),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE02293,MAA CHANDORBI HARDWARE (RSDM293),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE02311,MAA OPIYA HARDWARE (RSDM377),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02319,MADAN GOPAL SAHA (RSDM268),110,0,110,0,110,0,99,0,99,0,99,0,99,0,119,0,119,0,119,0,119,0,119,0
SDRE02332,MAJUMDER HARDWARE SHOP (RSDM289),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE02367,MOON HARDWARE (RSDM278),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02394,NILKANTHA ROY (RSDN282),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE02416,PARIMAL DAS (RSDP271),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02444,PUSHPA HARDWARE (RSDP281),80,0,80,0,80,0,72,0,72,0,72,0,72,0,87,0,87,0,87,0,87,0,87,0
SDRE02445,PUSPA HARDWARE(RSDP355),70,0,70,0,70,0,63,0,63,0,63,0,63,0,76,0,76,0,76,0,76,0,76,0
SDRE02461,RADHA GOBINDA HARDWARE (RSDR456),65,0,65,0,65,0,59,0,59,0,59,0,59,0,71,0,71,0,71,0,71,0,71,0
SDRE02463,RAHUL ENTERPRISE (RSDR359),70,0,70,0,70,0,63,0,63,0,63,0,63,0,76,0,76,0,76,0,76,0,76,0
SDRE02477,RAMKRISHNA HARDWARE (RSDR393),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE02500,ROY METAL STORES (RSDR272),85,200,85,0,85,0,77,0,77,0,77,0,77,0,92,0,92,0,92,0,92,0,92,0
SDRE02575,SIDDIQUE BUILDERS(RSDS484),80,0,80,0,80,0,72,0,72,0,72,0,72,0,87,0,87,0,87,0,87,0,87,0
SDRE02595,SUBRATA GHOSH(RSDS520),100,0,100,0,100,0,90,0,90,0,90,0,90,0,108,0,108,0,108,0,108,0,108,0
SDRE02612,SUSANTA SARKAR (RSDS274),60,0,60,0,60,0,54,0,54,0,54,0,54,0,65,0,65,0,65,0,65,0,65,0
SDRE03809,SHANI MAHARAJA HARDWARE(RSDM285),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE03810,MAA MANASA HARDWARE (RSDM295),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE03812,SANTI HARDWARE (RSDS330),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE06048,JAY GURU HARDWARE (RSDJ280),15,0,15,0,15,0,14,0,14,0,14,0,14,0,17,0,17,0,17,0,17,0,17,0
SDRE06057,SHYAM CHARAN BARMAN (RSDS329),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE06341,ASIM KUMAR BARMAN (RSDA467),90,0,90,0,90,0,81,0,81,0,81,0,81,0,98,0,98,0,98,0,98,0,98,0
SDRE06345,PITAR HARDWARE (RSDP473),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE06540,DADA BHAI HARDWARE (SITAI)(RSDD568),35,0,35,0,35,0,32,0,32,0,32,0,32,0,38,0,38,0,38,0,38,0,38,0
SDRE06656,MAA DURGA HARDWARE (SITAI MORE)(RSDM598),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE06657,MOON ENTERPRISE (AKRAHAT)(RSDM599),33,0,33,0,33,0,30,0,30,0,30,0,30,0,36,0,36,0,36,0,36,0,36,0
SDRE06893,BIDHAN CHANDRA BARMAN(RSDB691),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
SDRE07026,LAXMI NARAYAN HARDWARE (MEKHLIGANJ)(RSDL744),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
NSRE11560,MAA MANGAL CHANDI HARDWARE(RSDM763),15,0,15,0,15,0,14,0,14,0,14,0,14,0,17,0,17,0,17,0,17,0,17,0
NSRE11590,MIRA ENTERPRISE(RSDM745),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE03839,SARKAR ENTERPRISE (COOCHBIHAR) (RSDS346),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE03840,SURESH BARMAN(RSDS174),55,0,55,0,55,0,50,0,50,0,50,0,50,0,60,0,60,0,60,0,60,0,60,0
SDRE03841,EYAZ UDDIN SEKH (RSDE358),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE03842,TAPAN KAR (RSDT344),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE06251,BABA LOKENATH HARDWARE (RSDB454),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE06253,SRI MANTA HARDWARE (RSDS455),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE06557,RAJAT CHAKRABORTY(RSDR584),35,0,35,0,35,0,32,0,32,0,32,0,32,0,38,0,38,0,38,0,38,0,38,0
SDRE06558,SAHIDUL HOQUE BYAPARI(RSDS585),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE06780,MINA SHIKDAR KHATUN(RSDM637),15,0,15,0,15,0,14,0,14,0,14,0,14,0,17,0,17,0,17,0,17,0,17,0
SDRE06550,SANDIP ENTERPRISE(RSDS573),15,0,15,0,15,0,14,0,14,0,14,0,14,0,17,0,17,0,17,0,17,0,17,0
SDRE06931,KALYAN SARKAR(RSDK708),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE06250,SAHA HARDWARE (SAHEBGANJ) (RSDS451),8,0,8,0,8,0,8,0,8,0,8,0,8,0,9,0,9,0,9,0,9,0,9,0
NSRE04113,BARMAN ENTERPRISE (RSDB287),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
SDRE02418,PANDIT HARDWARE (RSDP232),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE02480,RANUKALAM ENTERPRISE & CONCRETE FIRM(RSDR658),60,0,60,0,60,0,54,0,54,0,54,0,54,0,65,0,65,0,65,0,65,0,65,0
SDRE02551,S.A.B HARDWARE(RSDS671),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
SDRE03824,KHAIRUL STORE (RSDK300),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE03825,R.S ENTERPRISE (RSDR301),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE03829,SWAPNAMAYA TRADERS (RSDS342),15,0,15,0,15,0,14,0,14,0,14,0,14,0,17,0,17,0,17,0,17,0,17,0
SDRE06050,SAYAN ENTERPRISE (RSDS298),35,0,35,0,35,0,32,0,32,0,32,0,32,0,38,0,38,0,38,0,38,0,38,0
SDRE06051,HINDUSTAN HARDWARE (RSDH299),60,0,60,0,60,0,54,0,54,0,54,0,54,0,65,0,65,0,65,0,65,0,65,0
SDRE06072,MOON ENTERPRISE (RSDM368),35,0,35,0,35,0,32,0,32,0,32,0,32,0,38,0,38,0,38,0,38,0,38,0
SDRE06247,HAQUE BUILDERS (RSDH447),35,0,35,0,35,0,32,0,32,0,32,0,32,0,38,0,38,0,38,0,38,0,38,0
SDRE06847,MANNAN HARDWARE STORES(RSDM657),85,0,85,0,85,0,77,0,77,0,77,0,77,0,92,0,92,0,92,0,92,0,92,0
SDRE06848,FHAKIR BABA HARDWARE(RSDF659),26,0,26,0,26,0,24,0,24,0,24,0,24,0,29,0,29,0,29,0,29,0,29,0
SDRE06849,RADHA KRISHNA HARDWARE (SITAI)(RSDR660),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE06850,MAA RAHIMA HARDWARE & ELECTRIC(RSDM661),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE06851,SONALI HARDWARE(RSDS662),80,0,80,0,80,0,72,0,72,0,72,0,72,0,87,0,87,0,87,0,87,0,87,0
SDRE06852,BARMAN HARDWARE STORE (PETLA)(RSDB663),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE06853,HOQUE HARDWARE ENTEPRISE(RSDH664),90,0,90,0,90,0,81,0,81,0,81,0,81,0,98,0,98,0,98,0,98,0,98,0
SDRE06857,PARBATI STEEL & HARDWARE(RSDP670),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE02527,SAHIDUL HAQUE (RSDS314),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE03834,PAPAI ENTERPRISE(RSDP684),15,0,15,0,15,0,14,0,14,0,14,0,14,0,17,0,17,0,17,0,17,0,17,0
SDRE06068,SWASTIK HARDWARE (RSDS364),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
SDRE06108,NIRMAN HARDWARE (COOCHBIHAR) (RSDN414),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE06895,NEW BENGAL HARDWARE(RSDN682),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE06896,PULAKESH SARKAR(RSDP683),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE06921,VOROSA CONCRETE FACTORY(RSDV619),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE02248,LIMA HARDWARE STORES & ELECTRICAL(RSDL697),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE06107,RAHAMAN HARDWARE (RSDR413),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE06492,SOYEL & SUNNY BUILDERS(RSDS548),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE02404,OKRABARI HARDWARE STORES (RSDO313),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE02192,IMRAN ENTERPRISE (RSDI205),15,0,15,0,15,0,14,0,14,0,14,0,14,0,17,0,17,0,17,0,17,0,17,0
SDRE02490,ROMONA ENTERPRISE(RSDR181),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
SDRE04695,SARKAR BUILDERS(RSDS638),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE06659,MAA ENTERPRISE (KOTWALI)(RSDM601),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE06899,REZIA ENTERPRISE(RSDR687),35,0,35,0,35,0,32,0,32,0,32,0,32,0,38,0,38,0,38,0,38,0,38,0
SDRE02100,CHANDA ENTERPRISE(RSDC180),35,0,35,0,35,0,32,0,32,0,32,0,32,0,38,0,38,0,38,0,38,0,38,0
SDRE06080,MADAN MOHAN ENTERPRISE (RSDM397),50,0,50,0,50,0,45,0,45,0,45,0,45,0,54,0,54,0,54,0,54,0,54,0
SDRE02134,MAYA ENTERPRISE(RSDM381),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE02062,BARMAN ENTERPRISE (CHOUDHRIHAT) (RSDB345),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE02258,GANESH BUILDERS (RSDG292),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE02464,RAHUL SARKAR (RSDR281),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE05967,DAS TRADERS(RSDD171),70,0,70,0,70,0,63,0,63,0,63,0,63,0,76,0,76,0,76,0,76,0,76,0
SDRE06047,NIRMAN HARDWARE (RSDN277),32,0,32,0,32,0,29,0,29,0,29,0,29,0,35,0,35,0,35,0,35,0,35,0
SDRE06071,SUROJ HARDWARE (RSDS367),70,0,70,0,70,0,63,0,63,0,63,0,63,0,76,0,76,0,76,0,76,0,76,0
SDRE06248,HAQUE STORES (RSDH448),40,0,40,0,40,0,36,0,36,0,36,0,36,0,44,0,44,0,44,0,44,0,44,0
SDRE06373,HYDROLICK BLOCK FACTORY(RSDH486),45,0,45,0,45,0,41,0,41,0,41,0,41,0,49,0,49,0,49,0,49,0,49,0
SDRE06549,PAUL CONCRETE INDUSTRIES(RSDP572),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE06658,MOLLIK ENTERPRISE(RSDM600),10,0,10,0,10,0,9,0,9,0,9,0,9,0,11,0,11,0,11,0,11,0,11,0
SDRE06845,MIM ENTERPRISE(RSDM655),20,0,20,0,20,0,18,0,18,0,18,0,18,0,22,0,22,0,22,0,22,0,22,0
SDRE06846,ADHIKARY ENTERPRISE (DINHATA)(RSDA656),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
SDRE06858,RAISA HARDWARE STORES(RSDR672),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
SDRE02023,ABDUL LATIF MIYA (RSDA251),30,0,30,0,30,0,27,0,27,0,27,0,27,0,33,0,33,0,33,0,33,0,33,0
SDRE02338,MANDAL ODDER SUPPLIERS (RSDM201),25,0,25,0,25,0,23,0,23,0,23,0,23,0,27,0,27,0,27,0,27,0,27,0
