ooh_site_code,state,area,city,location,facing,media,type,L_R,T_B,qty,fascia,sq_ft,vendor,vendor_code,location_facing,is_active
BHWRP002,"Bihar","Kishanganj","Kishanganj","Chattargach up","High way","Wall Wrap","NL",33,10,1,"1",330,"SAMARPAN ENTERPRISES",BRV049,"Chattargach up (High way)",Y
BHWRP003,"Bihar","Kishanganj","Kishanganj","Chattargach dn","High way","Wall Wrap","NL",20,10,1,"1",200,"SAMARPAN ENTERPRISES",BRV049,"Chattargach dn (High way)",Y
BHWRP004,"Bihar","Kishanganj","Kishanganj","Belwa","High way","Wall Wrap","NL",20,10,1,"1",200,"SAMARPAN ENTERPRISES",BRV049,"Belwa (High way)",Y
BHWRP005,"Bihar","Kishanganj","Kishanganj","Bangaon","High way","Wall Wrap","NL",35,20,1,"1",700,"SAMARPAN ENTERPRISES",BRV049,"Bangaon (High way)",Y
BHWRP006,"Bihar","Kishanganj","Kishanganj","Dey Market","High way","Wall Wrap","NL",22,15,1,"1",330,"SAMARPAN ENTERPRISES",BRV049,"Dey Market (High way)",Y
BHWRP007,"Bihar","Kishanganj","Kishanganj","Belwa rd","High way","Wall Wrap","NL",42,10,1,"1",420,"SAMARPAN ENTERPRISES",BRV049,"Belwa rd (High way)",Y
BHWRP008,"Bihar","Kishanganj","Kishanganj","Pashchimpali","High way","Wall Wrap","NL",32,10,1,"1",320,"SAMARPAN ENTERPRISES",BRV049,"Pashchimpali (High way)",Y
BHWRP009,"Bihar","Kishanganj","Kishanganj","Mastan Chowk rd","High way","Wall Wrap","NL",45,10,1,"1",450,"SAMARPAN ENTERPRISES",BRV049,"Mastan Chowk rd (High way)",Y
BHWRP010,"Bihar","Kishanganj","Kishanganj","Mastan Chowk rd","High way","Wall Wrap","NL",20,10,1,"1",200,"SAMARPAN ENTERPRISES",BRV049,"Mastan Chowk rd (High way)",Y
BHWRP011,"Bihar","Kishanganj","Kishanganj","Jantha Chowk up","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Jantha Chowk up  (High way)",Y
BHWRP012,"Bihar","Kishanganj","Kishanganj","Jantha Chowk Dn","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Jantha Chowk Dn (High way)",Y
BHWRP013,"Bihar","Kishanganj","Kishanganj","Lohagara Toll Tax","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Lohagara Toll Tax (High way)",Y
BHWRP014,"Bihar","Kishanganj","Kishanganj","Lohagara Market up","High way","Wall Wrap","NL",32,10,1,"1",320,"SAMARPAN ENTERPRISES",BRV049,"Lohagara Market up (High way)",Y
BHWRP015,"Bihar","Kishanganj","Kishanganj","Lohagara Market Dn","High way","Wall Wrap","NL",32,20,1,"1",640,"SAMARPAN ENTERPRISES",BRV049,"Lohagara Market Dn (High way)",Y
BHWRP016,"Bihar","Kishanganj","Kishanganj","Bahaurganj Rd","High way","Wall Wrap","NL",35,22,1,"1",770,"SAMARPAN ENTERPRISES",BRV049,"Bahaurganj Rd (High way)",Y
BHWRP017,"Bihar","Kishanganj","Kishanganj","Bahaurganj Rd","High way","Wall Wrap","NL",20,10,1,"1",200,"SAMARPAN ENTERPRISES",BRV049,"Bahaurganj Rd (High way)",Y
BHWRP018,"Bihar","Kishanganj","Kishanganj","Bahaurganj Rd","High way","Wall Wrap","NL",32,10,1,"1",320,"SAMARPAN ENTERPRISES",BRV049,"Bahaurganj Rd (High way)",Y
BHWRP019,"Bihar","Kishanganj","Kishanganj","Mahadev digghi chowk","High way","Wall Wrap","NL",32,10,1,"1",320,"SAMARPAN ENTERPRISES",BRV049,"Mahadev digghi chowk (High way)",Y
BHWRP020,"Bihar","Kishanganj","Kishanganj","Mahadev digghi chowk","High way","Wall Wrap","NL",32,10,1,"1",320,"SAMARPAN ENTERPRISES",BRV049,"Mahadev digghi chowk (High way)",Y
BHWRP021,"Bihar","Kishanganj","Araria","Jokihat Entry up","High way","Wall Wrap","NL",60,12,1,"1",720,"SAMARPAN ENTERPRISES",BRV049,"Jokihat Entry up (High way)",Y
BHWRP022,"Bihar","Kishanganj","Araria","Araria rd","High way","Wall Wrap","NL",40,20,1,"1",800,"SAMARPAN ENTERPRISES",BRV049,"Araria rd (High way)",Y
BHWRP023,"Bihar","Kishanganj","Araria","Araria rd","High way","Wall Wrap","NL",60,10,1,"1",600,"SAMARPAN ENTERPRISES",BRV049,"Araria rd (High way)",Y
BHWRP024,"Bihar","Kishanganj","Araria","Harder","High way","Wall Wrap","NL",40,14,1,"1",560,"SAMARPAN ENTERPRISES",BRV049,"Harder (High way)",Y
BHWRP025,"Bihar","Kishanganj","Araria","Udahat Jokihat Rd","High way","Wall Wrap","NL",60,10,1,"1",600,"SAMARPAN ENTERPRISES",BRV049,"Udahat Jokihat Rd (High way)",Y
BHWRP026,"Bihar","Kishanganj","Araria","Araria rd","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Araria rd (High way)",Y
BHWRP027,"Bihar","Kishanganj","Araria","Araria rd","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Araria rd (High way)",Y
BHWRP028,"Bihar","Kishanganj","Araria","Bairgacchi up","High way","Wall Wrap","NL",65,10,1,"1",650,"SAMARPAN ENTERPRISES",BRV049,"Bairgacchi up (High way)",Y
BHWRP029,"Bihar","Kishanganj","Araria","Bairgacchi Dn","High way","Wall Wrap","NL",42,10,1,"1",420,"SAMARPAN ENTERPRISES",BRV049,"Bairgacchi Dn (High way)",Y
BHWRP030,"Bihar","Kishanganj","Araria","Bairgachi Chowk","High way","Wall Wrap","NL",28,10,1,"1",280,"SAMARPAN ENTERPRISES",BRV049,"Bairgachi Chowk (High way)",Y
BHWRP031,"Bihar","Kishanganj","Araria","Araria rd","High way","Wall Wrap","NL",20,20,1,"1",400,"SAMARPAN ENTERPRISES",BRV049,"Araria rd (High way)",Y
BHWRP032,"Bihar","Kishanganj","Araria","Sikti rd","High way","Wall Wrap","NL",20,10,1,"1",200,"SAMARPAN ENTERPRISES",BRV049,"Sikti rd  (High way)",Y
NEOOH170,"Assam","Jorhat","Jorhat","Near Kaziranga University","Bokakhat","Hoarding","NL",40,30,1,"1",1200,"BINAYAK ADVERTISING PVT LTD",BRV005,"Near Kaziranga University (Bokakhat)",Y
BHWRP033,"Bihar","Kishanganj","Araria","Kursakata Rd","High way","Wall Wrap","NL",35,22,1,"1",770,"SAMARPAN ENTERPRISES",BRV049,"Kursakata Rd (High way)",Y
BHWRP034,"Bihar","Kishanganj","Araria","Araria Purnea Rd","High way","Wall Wrap","NL",35,20,1,"1",700,"SAMARPAN ENTERPRISES",BRV049,"Araria Purnea Rd  (High way)",Y
BHWRP035,"Bihar","Kishanganj","Araria","Araria Purnea Rd","High way","Wall Wrap","NL",33,12,1,"1",396,"SAMARPAN ENTERPRISES",BRV049,"Araria Purnea Rd  (High way)",Y
BHWRP036,"Bihar","Kishanganj","Araria","Araria Purnea Rd","High way","Wall Wrap","NL",33,12,1,"1",396,"SAMARPAN ENTERPRISES",BRV049,"Araria Purnea Rd  (High way)",Y
BHWRP037,"Bihar","Kishanganj","Araria","Araria Purnea Rd","High way","Wall Wrap","NL",33,12,1,"1",396,"SAMARPAN ENTERPRISES",BRV049,"Araria Purnea Rd  (High way)",Y
BHWRP038,"Bihar","Kishanganj","Araria","Araria Purnea Rd","High way","Wall Wrap","NL",33,12,1,"1",396,"SAMARPAN ENTERPRISES",BRV049,"Araria Purnea Rd  (High way)",Y
BHWRP039,"Bihar","Kishanganj","Araria","Araria Purnea Rd","High way","Wall Wrap","NL",33,12,1,"1",396,"SAMARPAN ENTERPRISES",BRV049,"Araria Purnea Rd  (High way)",Y
BHWRP040,"Bihar","Katihar","Katihar","Gerabari","High way","Wall Wrap","NL",33,17,1,"1",561,"SAMARPAN ENTERPRISES",BRV049,"Gerabari (High way)",Y
BHWRP041,"Bihar","Katihar","Katihar","Gerabari Katihar rd","High way","Wall Wrap","NL",50,12,1,"1",600,"SAMARPAN ENTERPRISES",BRV049,"Gerabari Katihar rd (High way)",Y
BHWRP042,"Bihar","Katihar","Katihar","Korha","High way","Wall Wrap","NL",42,22,1,"1",924,"SAMARPAN ENTERPRISES",BRV049,"Korha (High way)",Y
BHWRP043,"Bihar","Katihar","Katihar","Falka rd","High way","Wall Wrap","NL",70,20,1,"1",1400,"SAMARPAN ENTERPRISES",BRV049,"Falka rd (High way)",Y
BHWRP044,"Bihar","Katihar","Katihar","Falka rd","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Falka rd (High way)",Y
BHWRP045,"Bihar","Katihar","Katihar","Falka Market","High way","Wall Wrap","NL",22,20,1,"1",440,"SAMARPAN ENTERPRISES",BRV049,"Falka Market (High way)",Y
BHWRP046,"Bihar","Katihar","Katihar","Katihar rd","High way","Wall Wrap","NL",33,12,1,"1",396,"SAMARPAN ENTERPRISES",BRV049,"Katihar rd (High way)",Y
BHWRP047,"Bihar","Katihar","Katihar","Katihar rd","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Katihar rd (High way)",Y
BHWRP048,"Bihar","Purnia","Purnia","Palsa","High way","Wall Wrap","NL",70,12,1,"1",840,"SAMARPAN ENTERPRISES",BRV049,"Palsa  (High way)",Y
BHWRP049,"Bihar","Purnia","Purnia","Kasba rd up","High way","Wall Wrap","NL",32,10,1,"1",320,"SAMARPAN ENTERPRISES",BRV049,"Kasba rd up (High way)",Y
BHWRP050,"Bihar","Purnia","Purnia","Palsa Rd","High way","Wall Wrap","NL",53,12,1,"1",636,"SAMARPAN ENTERPRISES",BRV049,"Palsa Rd (High way)",Y
BHWRP051,"Bihar","Purnia","Purnia","Purnia rd","High way","Wall Wrap","NL",32,10,1,"1",320,"SAMARPAN ENTERPRISES",BRV049,"Purnia rd (High way)",Y
BHWRP052,"Bihar","Purnia","Purnia","Simbal Bari","High way","Wall Wrap","NL",23,16,1,"1",368,"SAMARPAN ENTERPRISES",BRV049,"Simbal Bari (High way)",Y
BHWRP053,"Bihar","Purnia","Purnia","Baisi Entry","High way","Wall Wrap","NL",35,22,1,"1",770,"SAMARPAN ENTERPRISES",BRV049,"Baisi Entry (High way)",Y
BHWRP054,"Bihar","Purnia","Purnia","Purnia Katihar rd","High way","Wall Wrap","NL",45,12,1,"1",540,"SAMARPAN ENTERPRISES",BRV049,"Purnia Katihar rd  (High way)",Y
BHWRP055,"Bihar","Purnia","Purnia","Maranga","High way","Wall Wrap","NL",35,22,1,"1",770,"SAMARPAN ENTERPRISES",BRV049,"Maranga (High way)",Y
BHWRP056,"Bihar","Purnia","Purnia","Purnia Gardbanelli rd","High way","Wall Wrap","NL",32,10,1,"1",320,"SAMARPAN ENTERPRISES",BRV049,"Purnia Gardbanelli rd (High way)",Y
BHWRP057,"Bihar","Purnia","Purnia","Baisi Market","High way","Wall Wrap","NL",50,9,1,"1",450,"SAMARPAN ENTERPRISES",BRV049,"Baisi Market (High way)",Y
BHWRP058,"Bihar","Purnia","Purnia","Palsa rd","High way","Wall Wrap","NL",22,10,1,"1",220,"SAMARPAN ENTERPRISES",BRV049,"Palsa rd (High way)",Y
BHWRP059,"Bihar","Purnia","Purnia","Purnia rd","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Purnia rd (High way)",Y
BHWRP060,"Bihar","Purnia","Purnia","Kasba rd dn","High way","Wall Wrap","NL",20,10,1,"1",200,"SAMARPAN ENTERPRISES",BRV049,"Kasba rd dn (High way)",Y
BHWRP061,"Bihar","Purnea","Purnea","Purnea Baisi","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Purnea Baisi  (High way)",Y
BHWRP062,"Bihar","Purnea","Purnea","Purnea Baisi","High way","Wall Wrap","NL",30,25,1,"1",750,"SAMARPAN ENTERPRISES",BRV049,"Purnea Baisi  (High way)",Y
BHWRP063,"Bihar","Purnea","Purnea","Purnea Baisi","High way","Wall Wrap","NL",35,10,1,"1",350,"SAMARPAN ENTERPRISES",BRV049,"Purnea Baisi  (High way)",Y
BHWRP064,"Bihar","Purnea","Purnea","Purnea Baisi Up","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Purnea Baisi Up  (High way)",Y
BHWRP065,"Bihar","Purnea","Purnea","Purnea Balua Chowk","High way","Wall Wrap","NL",20,10,1,"1",200,"SAMARPAN ENTERPRISES",BRV049,"Purnea Balua Chowk  (High way)",Y
BHWRP066,"Bihar","Purnea","Purnea","Purnea Balua Chowk","High way","Wall Wrap","NL",60,10,1,"1",600,"SAMARPAN ENTERPRISES",BRV049,"Purnea Balua Chowk  (High way)",Y
BHWRP067,"Bihar","Purnea","Purnea","Purnea Belori Road","High way","Wall Wrap","NL",20,10,1,"1",200,"SAMARPAN ENTERPRISES",BRV049,"Purnea Belori Road  (High way)",Y
BHWRP068,"Bihar","Purnea","Purnea","Purnea Bergachia","High way","Wall Wrap","NL",20,20,1,"1",400,"SAMARPAN ENTERPRISES",BRV049,"Purnea Bergachia  (High way)",Y
BHWRP069,"Bihar","Purnea","Purnea","Purnea Dagaruwa","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Purnea Dagaruwa  (High way)",Y
BHWRP070,"Bihar","Purnea","Purnea","Purnea Dagaruwa","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Purnea Dagaruwa  (High way)",Y
BHWRP071,"Bihar","Purnea","Purnea","Purnea Dagaruwa Chowk","High way","Wall Wrap","NL",20,10,1,"1",200,"SAMARPAN ENTERPRISES",BRV049,"Purnea Dagaruwa Chowk  (High way)",Y
BHWRP072,"Bihar","Purnea","Purnea","Purnea Dhamdaha","High way","Wall Wrap","NL",35,10,1,"1",350,"SAMARPAN ENTERPRISES",BRV049,"Purnea Dhamdaha  (High way)",Y
BHWRP073,"Bihar","Purnea","Purnea","Purnea Dhamdaha Dn","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Purnea Dhamdaha Dn  (High way)",Y
BHWRP074,"Bihar","Purnea","Purnea","Purnea Dubali","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Purnea Dubali  (High way)",Y
BHWRP075,"Bihar","Purnea","Purnea","Purnea Gandhi Chowk","High way","Wall Wrap","NL",50,10,1,"1",500,"SAMARPAN ENTERPRISES",BRV049,"Purnea Gandhi Chowk  (High way)",Y
BHWRP076,"Bihar","Purnea","Purnea","Purnea Harirampur","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Purnea Harirampur  (High way)",Y
BHWRP077,"Bihar","Purnea","Purnea","Purnea Harirampur","High way","Wall Wrap","NL",30,16,1,"1",480,"SAMARPAN ENTERPRISES",BRV049,"Purnea Harirampur  (High way)",Y
BHWRP078,"Bihar","Purnea","Purnea","Purnea Katihar Rd Rd","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Purnea Katihar Rd Rd  (High way)",Y
BHWRP079,"Bihar","Purnea","Purnea","Purnea Maranga","High way","Wall Wrap","NL",40,20,1,"1",800,"SAMARPAN ENTERPRISES",BRV049,"Purnea Maranga  (High way)",Y
BHWRP080,"Bihar","Purnea","Purnea","Purnea Ranipatra Rd","High way","Wall Wrap","NL",35,10,1,"1",350,"SAMARPAN ENTERPRISES",BRV049,"Purnea Ranipatra Rd  (High way)",Y
BHWRP081,"Bihar","Purnea","Purnea","Purnea Manjheli","High way","Wall Wrap","NL",20,10,1,"1",200,"SAMARPAN ENTERPRISES",BRV049,"Purnea Manjheli  (High way)",Y
BHWRP082,"Bihar","Purnea","Purnea","Purnea Manjheli Rd","High way","Wall Wrap","NL",30,10,1,"1",300,"SAMARPAN ENTERPRISES",BRV049,"Purnea Manjheli Rd  (High way)",Y
BHWRP083,"Bihar","Purnea","Purnea","Purnea Manjheli","High way","Wall Wrap","NL",20,10,1,"1",200,"SAMARPAN ENTERPRISES",BRV049,"Purnea Manjheli  (High way)",Y
BHWRP084,"Bihar","Purnea","Purnea","Purnea Kanwariya Rd","High way","Wall Wrap","NL",25,10,1,"1",250,"SAMARPAN ENTERPRISES",BRV049,"Purnea Kanwariya Rd  (High way)",Y
BHWRP085,"Bihar","Saharsa","Madhepura","Ghamariya Road UP","High way","Wall Wrap","NL",30,15,1,"1",450,"AGRIMA SERVICES",BRV052,"Ghamariya Road UP (High way)",Y
BHWRP086,"Bihar","Saharsa","Madhepura","Madhepura Purnia Road","High way","Wall Wrap","NL",25,20,1,"1",500,"AGRIMA SERVICES",BRV052,"Madhepura Purnia Road  (High way)",Y
BHWRP087,"Bihar","Saharsa","Supual","Kishanpur - Main Road Supual","High way","Wall Wrap","NL",30,10,1,"1",300,"AGRIMA SERVICES",BRV052,"Kishanpur - Main Road Supual (High way)",Y
BHWRP088,"Bihar","Saharsa","Supual","Andauli road near Govt. School","High way","Wall Wrap","NL",30,10,1,"1",300,"AGRIMA SERVICES",BRV052,"Andauli road near Govt. School (High way)",Y
BHWRP089,"Bihar","Saharsa","Supual","Raghopur Main Road","High way","Wall Wrap","NL",30,10,1,"1",300,"AGRIMA SERVICES",BRV052,"Raghopur Main Road  (High way)",Y
BHWRP090,"Bihar","Saharsa","Saharsha","Baijnathpur Road","High way","Wall Wrap","NL",30,10,1,"1",300,"AGRIMA SERVICES",BRV052,"Baijnathpur Road (High way)",Y
BHWRP091,"Bihar","Saharsa","Saharsha","Sour Bazar to Sonavarsha Road","High way","Wall Wrap","NL",30,10,1,"1",300,"AGRIMA SERVICES",BRV052,"Sour Bazar to Sonavarsha Road (High way)",Y
BHWRP092,"Bihar","Saharsa","Saharsha","Saharsha To Bariyahi Road Market","High way","Wall Wrap","NL",30,10,1,"1",300,"AGRIMA SERVICES",BRV052,"Saharsha To Bariyahi Road Market (High way)",Y
BHWRP093,"Bihar","Saharsa","Supual","Bhaptiyahi To Supual","High way","Wall Wrap","NL",30,10,1,"1",300,"AGRIMA SERVICES",BRV052,"Bhaptiyahi To Supual (High way)",Y
BHWRP094,"Bihar","Saharsa","Saharsha","Saharsha To Sonavarsha Kachhari Road","High way","Wall Wrap","NL",25,12,1,"1",300,"AGRIMA SERVICES",BRV052,"Saharsha To Sonavarsha Kachhari Road  (High way)",Y
BHWRP095,"Bihar","Begusarai","Begusarai","Teghara Bazar Road","High way","Wall Wrap","NL",20,15,1,"1",300,"AGRIMA SERVICES",BRV052,"Teghara Bazar Road (High way)",Y
BHWRP096,"Bihar","Begusarai","Begusarai","Zeromile To Begusarai","High way","Wall Wrap","NL",20,15,1,"1",300,"AGRIMA SERVICES",BRV052,"Zeromile To Begusarai (High way)",Y
BHWRP097,"Bihar","Begusarai","Khagaria","Balia Begusarai To Khagaria","High way","Wall Wrap","NL",30,12,1,"1",360,"AGRIMA SERVICES",BRV052,"Balia Begusarai To Khagaria (High way)",Y
BHWRP098,"Bihar","Begusarai","Khagaria","Khagaria Enterence Facing Ballia On NH","High way","Wall Wrap","NL",20,15,1,"1",300,"AGRIMA SERVICES",BRV052,"Khagaria Enterence Facing Ballia On NH (High way)",Y
BHWRP099,"Bihar","Begusarai","Begusarai","Khatopur To Balia on NH 31","High way","Wall Wrap","NL",30,10,1,"1",300,"AGRIMA SERVICES",BRV052,"Khatopur To Balia on NH 31 (High way)",Y
NEOOH128,"Assam","Nagaon","Hojai","Hojai Town Nr. Uco Bank","Both Side","Unipole","NL",20,10,2,"1",400,"SP ENTERPRISE",BRV067,"Hojai Town Nr. Uco Bank (Both Side)",Y
BHOOH039,"Bihar","Saharsa","Saharsa","Shiv Puri Dhala","Saharsa Main Town","Hoarding","NL",20,10,1,"1",200,"Lakshmi Ad",BRV038,"Shiv Puri Dhala (Saharsa Main Town)",Y
NEOOH129,"Assam","Guwahati Urban","Guwahati","Before Radisson Blu","Single Side","Hoarding","NL",35,35,1,"1",1225,"NEED ADVERTISING",BRV013,"Before Radisson Blu (Single Side)",Y
WBWRP125,"West Bengal","Uttar Dinajpur","Islampur","Barodhia","Barodhia","Wall Wrap","NL",100,9,1,"1",900,"Star Communication",BRV024,"Barodhia (Barodhia)",N
WBWRP126,"West Bengal","Uttar Dinajpur","Islampur","Bidhan nagar","Bidhan nagar","Wall Wrap","NL",40,6,1,"1",240,"Star Communication",BRV024,"Bidhan nagar (Bidhan nagar)",N
WBWRP127,"West Bengal","Uttar Dinajpur","Islampur","Chakulia","Entry fcg, Roshakhawa","Wall Wrap","NL",35,10,1,"1",350,"Star Communication",BRV024,"Chakulia (Entry fcg, Roshakhawa)",N
WBWRP128,"West Bengal","Uttar Dinajpur","Islampur","Chakulia","Town entry fcg, Kisangunj","Wall Wrap","NL",30,10,1,"1",300,"Star Communication",BRV024,"Chakulia (Town entry fcg, Kisangunj)",N
WBWRP129,"West Bengal","Uttar Dinajpur","Islampur","Chakulia","Chakulia","Wall Wrap","NL",35,10,1,"1",350,"Star Communication",BRV024,"Chakulia (Chakulia)",N
WBWRP130,"West Bengal","Uttar Dinajpur","Islampur","Dalkhola","Dalkhola","Wall Wrap","NL",35,10,1,"1",350,"Star Communication",BRV024,"Dalkhola (Dalkhola)",N
WBWRP131,"West Bengal","Uttar Dinajpur","Islampur","Barodhia","Barodhia","Wall Wrap","NL",100,7,1,"1",700,"Star Communication",BRV024,"Barodhia (Barodhia)",N
WBWRP132,"West Bengal","Uttar Dinajpur","Islampur","Bidhan nagar","Bidhan nagar","Wall Wrap","NL",20,8,1,"1",160,"Star Communication",BRV024,"Bidhan nagar (Bidhan nagar)",N
WBWRP133,"West Bengal","Uttar Dinajpur","Islampur","Chakulia","Roshakhawa","Wall Wrap","NL",45,7,1,"1",315,"Star Communication",BRV024,"Chakulia (Roshakhawa)",N
WBWRP134,"West Bengal","Uttar Dinajpur","Islampur","Chakulia","Kisangunj","Wall Wrap","NL",40,7,1,"1",280,"Star Communication",BRV024,"Chakulia (Kisangunj)",N
WBWRP135,"West Bengal","Uttar Dinajpur","Islampur","Chakulia","Chakulia ( Pathati)","Wall Wrap","NL",50,10,1,"1",500,"Star Communication",BRV024,"Chakulia (Chakulia ( Pathati))",N
WBWRP136,"West Bengal","Uttar Dinajpur","Islampur","Dalkhola","Dalkhola","Wall Wrap","NL",120,9,1,"1",1080,"Star Communication",BRV024,"Dalkhola (Dalkhola)",N
BHOOH040,"Bihar","Katihar","Purnea","Katihar More","Line Bazar","Unipol","NL",20,10,2,"2",400,"Compupark",BRV033,"Katihar More (Line Bazar)",Y
BHOOH041,"Bihar","Purnea","Purnea","Katihar More","Both Side","Unipole","NL",20,10,1,"2",400,"Compupark",BRV033,"Katihar More (Both Side)",Y
BHOOH042,"Bihar","Araria","Araria","Hospital rd","Both Side","Unipole","NL",20,10,1,"2",400,"Mourya Media & Communications",BRV034,"Hospital rd (Both Side)",Y
BHOOH043,"Bihar","Araria","Araria","Marketing gate","Both Side","Unipole","NL",20,10,1,"2",400,"Mourya Media & Communications",BRV034,"Marketing gate (Both Side)",Y
BHOOH044,"Bihar","Araria","Araria","Old Bus Stand","Both Side","Unipole","NL",20,10,1,"2",400,"Mourya Media & Communications",BRV034,"Old Bus Stand (Both Side)",Y
BHOOH045,"Bihar","Araria","Araria","Subhash Chowk","Both Side","Unipole","NL",20,10,1,"2",400,"Mourya Media & Communications",BRV034,"Subhash Chowk (Both Side)",Y
BHOOH046,"Bihar","Araria","Araria","College road","Both Side","Unipole","NL",20,10,1,"2",400,"SARYUG ENTERPRISE",BRV035,"College road (Both Side)",Y
BHOOH047,"Bihar","Kishanganj","Kishanganj","Paschimpalli","Both Side","Unipole","NL",20,10,1,"2",400,"SARYUG ENTERPRISE",BRV035,"Paschimpalli (Both Side)",Y
WBOOH126,"West Bengal","Coochbehar","Coochbehar","COOCHBEHAR - CHANDAMARI BAZAR","Chandamari","Hoarding","NL",20,20,1,"1",400,"Artman Advertising",BRV026,"COOCHBEHAR - CHANDAMARI BAZAR (Chandamari)",N
WBOOH127,"West Bengal","Coochbehar","Nishiganj","Nishigunj 7th Mile","Mathabhanga","Hoarding","NL",45,20,1,"1",900,"Artman Advertising",BRV026,"Nishigunj 7th Mile (Mathabhanga)",Y
WBOOH128,"West Bengal","Jalpaiguri","Banarhat","BANARHAT - TOWN ENTRY","Chalsa & Telipara","Hoarding","NL",20,20,1,"2",800,"Artman Advertising",BRV026,"BANARHAT - TOWN ENTRY (Chalsa & Telipara)",N
WBOOH129,"West Bengal","Darjeeling","TUNG","TUNG","Kurseong","Hoarding","NL",30,20,1,"1",600,"Artman Advertising",BRV026,"TUNG (Kurseong)",Y
NEOOH130,"Meghalaya","Shillong","Shillong","Mylleim","Mylliem City","Hoarding","NL",20,10,1,"1",200,"Lokenath Services & Renting",BRV047,"Mylleim (Mylliem City)",Y
NEOOH131,"Assam","Lower Assam  2","Pathsala","Pathsala","Pathsala City","Hoarding","NL",30,25,1,"1",750,"R D Advertising",BRV017,"Pathsala (Pathsala City)",Y
NEOOH132,"Assam","Lower Assam  2","Howly","Howly Nr. Raash Mandir","Howly Nr. Raash Mandir Guwahati","Hoarding","NL",60,30,1,"1",1800,"Redolenz Advertising",BRV043,"Howly Nr. Raash Mandir (Howly Nr. Raash Mandir Guwahati)",Y
NEOOH133,"Assam","Morigaon","Jagiriad","Jagiriad","Guwahati","Hoarding","NL",30,30,1,"1",900,"Redolenz Advertising",BRV043,"Jagiriad (Guwahati)",Y
NEOOH134,"Assam","Tinsukia","Tinsukia","Margherita","Ledu","Hoarding","NL",30,30,1,"1",900,"R D Advertising",BRV017,"Margherita (Ledu)",Y
NEOOH135,"Assam","Silchar - Cachar","Silchar","Sadarghat Bridge (55 Poles x 2 Kiosks)","Both Side","Kiosk","NL",2,3,110,"1",660,"GUPTA ASSOCIATES",BRV105,"Sadarghat Bridge (55 Poles x 2 Kiosks) (Both Side)",Y
NEOOH136,"Assam","Nagaon","Misa","Misa Town","Misa","Hoarding","NL",30,25,1,"1",750,"R D Advertising",BRV017,"Misa Town (Misa)",Y
NEOOH137,"Assam","Silchar - Cachar","Silchar","1st Link Road","Rangirkhari","Hoarding","NL",20,20,2,"2",800,"GUPTA ASSOCIATES",BRV105,"1st Link Road (Rangirkhari)",Y
NEOOH138,"Assam","Guwahati Urban","Guwahati","Guwahati club","City","LED","BL",30,10,1,"1",300,"PRIYA COMMUNICATION",BRV016,"Guwahati club (City)",Y
NEOOH139,"Assam","Jorhat","Jorhat","Chowk Bazar","Both Side","Foot Overbridge","NL",65,10,1,"2",1300,"Outreach Advertising Pvt Ltd",BRV042,"Chowk Bazar (Both Side)",Y
NEOOH140,"Assam","Jorhat","Teok","Teok Main Market","Jorhat","Hoarding","NL",25,20,1,"1",500,"R D Advertising",BRV017,"Teok Main Market(Jorhat)",Y
NEOOH141,"Assam","Jorhat","Jorhat","Ajanta Bypass","Dergaon","Hoarding","FL",30,30,1,"1",900,"Prerana Creative",BRV015,"Ajanta Bypass (Dergaon)",Y
NEOOH142,"Assam","Dibrugarh","Duliajan","Duliajan","Naharkatia","Hoarding","FL",30,30,1,"1",900,"Binayak Advertising Pvt Ltd",BRV005,"Duliajan (Naharkatia)",Y
WBOOH130,"West Bengal","Uttar Dinajpur","Ramganj","Ramganj","Islampur","Hoarding","NL",35,20,1,"1",200,"Artman Advertising",BRV026,"Ramganj (Islampur)",Y
