COMPANY NAME,Product Name in SFA,Branch Code,Branch Name,Active,PRODUCT TYPE
,ULTRATECH,EW05,PATNA,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,EW05,PATNA,yes,OTHER COMPETITOR
,ULTRATECH SUPER,EW05,PATNA,yes,
,DALMIA DSP,EW05,PATNA,yes,OTHER COMPETITOR
,STAR CEMENT PSC,EW05,PATNA,no,
,STAR ANTI RUST CEMENT,EW05,PATNA,no,
,STAR CEMENT OPC 43,EW05,PATNA,no,
,STAR CEMENT PPC,EW05,PATNA,no,
,STAR CEMENT PPC(ADSTAR),EW05,PATNA,no,
,STAR CEMENT ANTIRUST,EW05,PATNA,no,
,STAR CEMENT PSC(ADSTAR),EW05,PATNA,no,
,AMBUJA ADSTAR,EW05,PATNA,yes,OTHER COMPETITOR
,ACC ADSTAR,EW05,PATNA,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),EW05,PATNA,yes,OTHER COMPETITOR
,AMBUJA ADSTAR,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,ACC ADSTAR,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,EW06,SARAI & VAISHALI,yes,OPTIONAL STAR
,ACC HPC,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,LAFARGE PSC,EW06,SARAI & VAISHALI,no,
,LAFARGE CONCRETO,EW06,SARAI & VAISHALI,no,
,BIRLA GOLD,EW06,SARAI & VAISHALI,no,
,ULTRA TECH,EW06,SARAI & VAISHALI,no,
,SHREE,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,BANGUR,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,ACC F2R,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,DALMIA,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,STAR ANTIRUST,EW06,SARAI & VAISHALI,no,
,AMBUJA PLUS,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,UTRATECH SUPER,EW06,SARAI & VAISHALI,no,
,UTRATECH PREMIUM,EW06,SARAI & VAISHALI,no,
,NUVOCO,EW06,SARAI & VAISHALI,no,
,RAMCO,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,JSW,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,EMAMI,EW06,SARAI & VAISHALI,no,
,STAR,EW06,SARAI & VAISHALI,no,
,STAR PPC,EW06,SARAI & VAISHALI,no,
,STAR PSC,EW06,SARAI & VAISHALI,no,
,AMBUJA,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,EMAMI DOUBLE BULL,EW06,SARAI & VAISHALI,no,
,BIRLA SAMRAT,EW06,SARAI & VAISHALI,no,
,NUVOCO DOUBLE BULL,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,KONARK DALMIA,EW06,SARAI & VAISHALI,no,
,NUVOCO CONCRETO,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,ULTRATECH,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,ULTRATECH SUPER,EW06,SARAI & VAISHALI,yes,
,DALMIA DSP,EW06,SARAI & VAISHALI,yes,OTHER COMPETITOR
,STAR CEMENT PSC,EW06,SARAI & VAISHALI,no,
,STAR ANTI RUST CEMENT,EW06,SARAI & VAISHALI,no,
,STAR CEMENT OPC 43,EW06,SARAI & VAISHALI,yes,OPTIONAL STAR
,STAR CEMENT PPC,EW06,SARAI & VAISHALI,yes,OPTIONAL STAR
,STAR CEMENT PPC(ADSTAR),EW06,SARAI & VAISHALI,no,
,STAR CEMENT ANTIRUST,EW06,SARAI & VAISHALI,no,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),EW06,SARAI & VAISHALI,no,
,ACC HPC,EW07,GAYA,yes,
,LAFARGE PSC,EW07,GAYA,no,
,LAFARGE CONCRETO,EW07,GAYA,no,
,BIRLA GOLD,EW07,GAYA,no,
,ULTRA TECH,EW07,GAYA,no,
,SHREE,EW07,GAYA,yes,
,BANGUR,EW07,GAYA,yes,
,ACC F2R,EW07,GAYA,yes,
,DALMIA,EW07,GAYA,yes,
,STAR ANTIRUST,EW07,GAYA,no,
,AMBUJA PLUS,EW07,GAYA,yes,
,UTRATECH SUPER,EW07,GAYA,no,
,UTRATECH PREMIUM,EW07,GAYA,no,
,NUVOCO,EW07,GAYA,no,
,RAMCO,EW07,GAYA,yes,
,JSW,EW07,GAYA,yes,
,EMAMI,EW07,GAYA,no,
,STAR,EW07,GAYA,no,
,STAR PPC,EW07,GAYA,no,
,STAR PSC,EW07,GAYA,no,
,AMBUJA,EW07,GAYA,yes,
,EMAMI DOUBLE BULL,EW07,GAYA,no,
,BIRLA SAMRAT,EW07,GAYA,no,
,NUVOCO DOUBLE BULL,EW07,GAYA,yes,
,KONARK DALMIA,EW07,GAYA,no,
,NUVOCO CONCRETO,EW07,GAYA,yes,
,NUVOCO DURAGUARD,EW07,GAYA,yes,
,ULTRATECH,EW07,GAYA,yes,
,ULTRATECH PREMIUM,EW07,GAYA,yes,
,ULTRATECH SUPER,EW07,GAYA,yes,
,DALMIA DSP,EW07,GAYA,yes,
,STAR CEMENT PSC,EW07,GAYA,no,
,STAR ANTI RUST CEMENT,EW07,GAYA,no,
,STAR CEMENT OPC 43,EW07,GAYA,yes,
,STAR CEMENT PPC,EW07,GAYA,yes,
,STAR CEMENT PPC(ADSTAR),EW07,GAYA,yes,
,STAR CEMENT ANTIRUST,EW07,GAYA,yes,
,STAR CEMENT PSC(ADSTAR),EW07,GAYA,no,
,AMBUJA ADSTAR,EW07,GAYA,yes,
,ACC ADSTAR,EW07,GAYA,yes,
,AMBUJA ADSTAR,EW08,WARSHALIGANJ,yes,
,ACC ADSTAR,EW08,WARSHALIGANJ,yes,
,ACC HPC,EW08,WARSHALIGANJ,yes,
,LAFARGE PSC,EW08,WARSHALIGANJ,no,
,LAFARGE CONCRETO,EW08,WARSHALIGANJ,no,
,BIRLA GOLD,EW08,WARSHALIGANJ,no,
,ULTRA TECH,EW08,WARSHALIGANJ,no,
,SHREE,EW08,WARSHALIGANJ,yes,
,BANGUR,EW08,WARSHALIGANJ,yes,
,ACC F2R,EW08,WARSHALIGANJ,yes,
,DALMIA,EW08,WARSHALIGANJ,yes,
,STAR ANTIRUST,EW08,WARSHALIGANJ,no,
,AMBUJA PLUS,EW08,WARSHALIGANJ,yes,
,UTRATECH SUPER,EW08,WARSHALIGANJ,no,
,UTRATECH PREMIUM,EW08,WARSHALIGANJ,no,
,NUVOCO,EW08,WARSHALIGANJ,no,
,RAMCO,EW08,WARSHALIGANJ,yes,
,JSW,EW08,WARSHALIGANJ,yes,
,EMAMI,EW08,WARSHALIGANJ,no,
,STAR,EW08,WARSHALIGANJ,no,
,STAR PPC,EW08,WARSHALIGANJ,no,
,STAR PSC,EW08,WARSHALIGANJ,no,
,AMBUJA,EW08,WARSHALIGANJ,yes,
,EMAMI DOUBLE BULL,EW08,WARSHALIGANJ,no,
,BIRLA SAMRAT,EW08,WARSHALIGANJ,no,
,NUVOCO DOUBLE BULL,EW08,WARSHALIGANJ,yes,
,KONARK DALMIA,EW08,WARSHALIGANJ,no,
,NUVOCO CONCRETO,EW08,WARSHALIGANJ,yes,
,NUVOCO DURAGUARD,EW08,WARSHALIGANJ,yes,
,ULTRATECH,EW08,WARSHALIGANJ,yes,
,ULTRATECH PREMIUM,EW08,WARSHALIGANJ,yes,
,ULTRATECH SUPER,EW08,WARSHALIGANJ,yes,
,DALMIA DSP,EW08,WARSHALIGANJ,yes,
,STAR CEMENT PSC,EW08,WARSHALIGANJ,no,
,STAR ANTI RUST CEMENT,EW08,WARSHALIGANJ,no,
,STAR CEMENT OPC 43,EW08,WARSHALIGANJ,yes,
,STAR CEMENT PPC,EW08,WARSHALIGANJ,yes,
,STAR CEMENT PPC(ADSTAR),EW08,WARSHALIGANJ,yes,
,STAR CEMENT ANTIRUST,EW08,WARSHALIGANJ,yes,
,STAR CEMENT PSC(ADSTAR),EW08,WARSHALIGANJ,no,
,STAR CEMENT OPC 43,NTNE,DIRECT-NON TRADE (NE),yes,OPTIONAL STAR
,STAR CEMENT PPC,NTNE,DIRECT-NON TRADE (NE),yes,MANDATORY STAR
,DALMIA OPC 43,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,DALMIA OPC 53,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,DALMIA,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,TOPCEM OPC 43,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,TOPCEM OPC 53,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,TOPCEM,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,MAX OPC 43,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,MAX OPC 53,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,MAX,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,BLACK TIGER OPC 43,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,BLACK TIGER OPC 53,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,BLACK TIGER,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,RAMCO OPC 43,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,RAMCO OPC 53,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,RAMCO,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,ULTRATECH OPC 43,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,ULTRATECH OPC 53,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,ULTRATECH,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,NUVOCO OPC 43,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,NUVOCO OPC 53,NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),NTNE,DIRECT-NON TRADE (NE),yes,OTHER COMPETITOR
,AMBUJA ADSTAR,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,ACC ADSTAR,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,ACC HPC,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,ACC F2R,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,AMBUJA,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,AMBUJA PLUS,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,BANGUR,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,BIRLA GOLD,NTWB,DIRECT-NON TRADE (WB),no,
,BIRLA SAMRAT,NTWB,DIRECT-NON TRADE (WB),no,
,DALMIA,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,NUVOCO DOUBLE BULL,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,JSW,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,KONARK DALMIA,NTWB,DIRECT-NON TRADE (WB),no,
,NUVOCO CONCRETO,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,RAMCO,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,SHREE,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,ULTRATECH,NTWB,DIRECT-NON TRADE (WB),yes,BENCHMARK COMPETITOR
,ULTRATECH PREMIUM,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,ULTRATECH SUPER,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,DALMIA DSP,NTWB,DIRECT-NON TRADE (WB),yes,OTHER COMPETITOR
,STAR CEMENT PSC,NTWB,DIRECT-NON TRADE (WB),no,
,STAR ANTI RUST CEMENT,NTWB,DIRECT-NON TRADE (WB),no,
,STAR CEMENT OPC 43,NTWB,DIRECT-NON TRADE (WB),yes,
,STAR CEMENT PPC,NTWB,DIRECT-NON TRADE (WB),yes,OPTIONAL STAR
,STAR CEMENT PPC(ADSTAR),NTWB,DIRECT-NON TRADE (WB),yes,MANDATORY STAR
,STAR CEMENT ANTIRUST,NTWB,DIRECT-NON TRADE (WB),yes,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),NTWB,DIRECT-NON TRADE (WB),no,
,ACC HPC,UP01,SONBHADRA,yes,
,BIRLA GOLD,UP01,SONBHADRA,no,
,SHREE,UP01,SONBHADRA,yes,
,BANGUR,UP01,SONBHADRA,yes,
,ACC F2R,UP01,SONBHADRA,yes,
,DALMIA,UP01,SONBHADRA,yes,
,TOPCEM,UP01,SONBHADRA,yes,
,AMBUJA,UP01,SONBHADRA,yes,
,SURYA GOLD,UP01,SONBHADRA,yes,
,AMRIT,UP01,SONBHADRA,yes,
,MAX,UP01,SONBHADRA,yes,
,ACC,UP01,SONBHADRA,no,
,DRAGON,UP01,SONBHADRA,yes,
,VIRGO,UP01,SONBHADRA,yes,
,BEST,UP01,SONBHADRA,yes,
,TAJ,UP01,SONBHADRA,yes,
,ATIBAL,UP01,SONBHADRA,yes,
,DELTA,UP01,SONBHADRA,yes,
,RJ CEMENT,UP01,SONBHADRA,yes,
,SURAKSHA,UP01,SONBHADRA,yes,
,RHINO,UP01,SONBHADRA,yes,
,CROWN,UP01,SONBHADRA,yes,
,ULTRATECH,UP01,SONBHADRA,yes,
,HOLCEM,UP01,SONBHADRA,yes,
,7RING,UP01,SONBHADRA,yes,
,PREMIUM,UP01,SONBHADRA,yes,
,TIGER,UP01,SONBHADRA,yes,
,VALLEY STRONG,UP01,SONBHADRA,yes,
,MCCL,UP01,SONBHADRA,yes,
,JAINTIA CEMENT,UP01,SONBHADRA,yes,
,CCI,UP01,SONBHADRA,yes,
,STRONG BOND,UP01,SONBHADRA,yes,
,AMBUJA PLUS,UP01,SONBHADRA,yes,
,RAMCO,UP01,SONBHADRA,yes,
,JSW,UP01,SONBHADRA,yes,
,DALMIA DSP,UP01,SONBHADRA,yes,
,NUVOCO DURAGUARD,UP01,SONBHADRA,yes,
,STAR CEMENT PPC(ADSTAR),UP01,SONBHADRA,yes,
,STAR CEMENT ANTIRUST,UP01,SONBHADRA,yes,
,STAR CEMENT PPC,UP01,SONBHADRA,yes,
,STAR CEMENT OPC 43,UP01,SONBHADRA,yes,
,STAR CEMENT PSC(ADSTAR),UP01,SONBHADRA,no,
,TOPCEM SDC,UP01,SONBHADRA,yes,
,BLACK TIGER,UP01,SONBHADRA,yes,
,ULTRATECH PREMIUM,UP01,SONBHADRA,yes,
,BIRLA SAMRAT,UP01,SONBHADRA,no,
,NUVOCO DOUBLE BULL,UP01,SONBHADRA,yes,
,KONARK DALMIA,UP01,SONBHADRA,no,
,NUVOCO CONCRETO,UP01,SONBHADRA,yes,
,ULTRATECH SUPER,UP01,SONBHADRA,yes,
,ACC HPC,UP02,CHANDAULI,yes,
,BIRLA GOLD,UP02,CHANDAULI,no,
,SHREE,UP02,CHANDAULI,yes,
,BANGUR,UP02,CHANDAULI,yes,
,ACC F2R,UP02,CHANDAULI,yes,
,DALMIA,UP02,CHANDAULI,yes,
,TOPCEM,UP02,CHANDAULI,yes,
,AMBUJA,UP02,CHANDAULI,yes,
,SURYA GOLD,UP02,CHANDAULI,yes,
,AMRIT,UP02,CHANDAULI,yes,
,MAX,UP02,CHANDAULI,yes,
,ACC,UP02,CHANDAULI,no,
,DRAGON,UP02,CHANDAULI,yes,
,VIRGO,UP02,CHANDAULI,yes,
,BEST,UP02,CHANDAULI,yes,
,TAJ,UP02,CHANDAULI,yes,
,ATIBAL,UP02,CHANDAULI,yes,
,DELTA,UP02,CHANDAULI,yes,
,RJ CEMENT,UP02,CHANDAULI,yes,
,SURAKSHA,UP02,CHANDAULI,yes,
,RHINO,UP02,CHANDAULI,yes,
,CROWN,UP02,CHANDAULI,yes,
,ULTRATECH,UP02,CHANDAULI,yes,
,HOLCEM,UP02,CHANDAULI,yes,
,7RING,UP02,CHANDAULI,yes,
,PREMIUM,UP02,CHANDAULI,yes,
,TIGER,UP02,CHANDAULI,yes,
,VALLEY STRONG,UP02,CHANDAULI,yes,
,MCCL,UP02,CHANDAULI,yes,
,JAINTIA CEMENT,UP02,CHANDAULI,yes,
,CCI,UP02,CHANDAULI,yes,
,STRONG BOND,UP02,CHANDAULI,yes,
,AMBUJA PLUS,UP02,CHANDAULI,yes,
,RAMCO,UP02,CHANDAULI,yes,
,JSW,UP02,CHANDAULI,yes,
,DALMIA DSP,UP02,CHANDAULI,yes,
,NUVOCO DURAGUARD,UP02,CHANDAULI,yes,
,STAR CEMENT PPC(ADSTAR),UP02,CHANDAULI,yes,
,STAR CEMENT ANTIRUST,UP02,CHANDAULI,yes,
,STAR CEMENT PPC,UP02,CHANDAULI,yes,
,STAR CEMENT OPC 43,UP02,CHANDAULI,yes,
,STAR CEMENT PSC(ADSTAR),UP02,CHANDAULI,no,
,TOPCEM SDC,UP02,CHANDAULI,yes,
,BLACK TIGER,UP02,CHANDAULI,yes,
,ULTRATECH PREMIUM,UP02,CHANDAULI,yes,
,BIRLA SAMRAT,UP02,CHANDAULI,no,
,NUVOCO DOUBLE BULL,UP02,CHANDAULI,yes,
,KONARK DALMIA,UP02,CHANDAULI,no,
,NUVOCO CONCRETO,UP02,CHANDAULI,yes,
,ULTRATECH SUPER,UP02,CHANDAULI,yes,
,ACC HPC,UP03,GHAZIPUR,yes,
,BIRLA GOLD,UP03,GHAZIPUR,no,
,SHREE,UP03,GHAZIPUR,yes,
,BANGUR,UP03,GHAZIPUR,yes,
,ACC F2R,UP03,GHAZIPUR,yes,
,DALMIA,UP03,GHAZIPUR,yes,
,TOPCEM,UP03,GHAZIPUR,yes,
,AMBUJA,UP03,GHAZIPUR,yes,
,SURYA GOLD,UP03,GHAZIPUR,yes,
,AMRIT,UP03,GHAZIPUR,yes,
,MAX,UP03,GHAZIPUR,yes,
,ACC,UP03,GHAZIPUR,no,
,DRAGON,UP03,GHAZIPUR,yes,
,VIRGO,UP03,GHAZIPUR,yes,
,BEST,UP03,GHAZIPUR,yes,
,TAJ,UP03,GHAZIPUR,yes,
,ATIBAL,UP03,GHAZIPUR,yes,
,DELTA,UP03,GHAZIPUR,yes,
,RJ CEMENT,UP03,GHAZIPUR,yes,
,SURAKSHA,UP03,GHAZIPUR,yes,
,RHINO,UP03,GHAZIPUR,yes,
,CROWN,UP03,GHAZIPUR,yes,
,ULTRATECH,UP03,GHAZIPUR,yes,
,HOLCEM,UP03,GHAZIPUR,yes,
,7RING,UP03,GHAZIPUR,yes,
,PREMIUM,UP03,GHAZIPUR,yes,
,TIGER,UP03,GHAZIPUR,yes,
,VALLEY STRONG,UP03,GHAZIPUR,yes,
,MCCL,UP03,GHAZIPUR,yes,
,JAINTIA CEMENT,UP03,GHAZIPUR,yes,
,CCI,UP03,GHAZIPUR,yes,
,STRONG BOND,UP03,GHAZIPUR,yes,
,AMBUJA PLUS,UP03,GHAZIPUR,yes,
,RAMCO,UP03,GHAZIPUR,yes,
,JSW,UP03,GHAZIPUR,yes,
,DALMIA DSP,UP03,GHAZIPUR,yes,
,NUVOCO DURAGUARD,UP03,GHAZIPUR,yes,
,STAR CEMENT PPC(ADSTAR),UP03,GHAZIPUR,yes,
,STAR CEMENT ANTIRUST,UP03,GHAZIPUR,yes,
,STAR CEMENT PPC,UP03,GHAZIPUR,yes,
,STAR CEMENT OPC 43,UP03,GHAZIPUR,yes,
,STAR CEMENT PSC(ADSTAR),UP03,GHAZIPUR,no,
,TOPCEM SDC,UP03,GHAZIPUR,yes,
,BLACK TIGER,UP03,GHAZIPUR,yes,
,ULTRATECH PREMIUM,UP03,GHAZIPUR,yes,
,BIRLA SAMRAT,UP03,GHAZIPUR,no,
,NUVOCO DOUBLE BULL,UP03,GHAZIPUR,yes,
,KONARK DALMIA,UP03,GHAZIPUR,no,
,NUVOCO CONCRETO,UP03,GHAZIPUR,yes,
,ULTRATECH SUPER,UP03,GHAZIPUR,yes,
,ACC HPC,UP04,BALLIA,yes,
,BIRLA GOLD,UP04,BALLIA,no,
,SHREE,UP04,BALLIA,yes,
,BANGUR,UP04,BALLIA,yes,
,ACC F2R,UP04,BALLIA,yes,
,DALMIA,UP04,BALLIA,yes,
,TOPCEM,UP04,BALLIA,yes,
,AMBUJA,UP04,BALLIA,yes,
,SURYA GOLD,UP04,BALLIA,yes,
,AMRIT,UP04,BALLIA,yes,
,MAX,UP04,BALLIA,yes,
,ACC,UP04,BALLIA,no,
,DRAGON,UP04,BALLIA,yes,
,VIRGO,UP04,BALLIA,yes,
,BEST,UP04,BALLIA,yes,
,TAJ,UP04,BALLIA,yes,
,ATIBAL,UP04,BALLIA,yes,
,DELTA,UP04,BALLIA,yes,
,RJ CEMENT,UP04,BALLIA,yes,
,SURAKSHA,UP04,BALLIA,yes,
,RHINO,UP04,BALLIA,yes,
,CROWN,UP04,BALLIA,yes,
,ULTRATECH,UP04,BALLIA,yes,
,HOLCEM,UP04,BALLIA,yes,
,7RING,UP04,BALLIA,yes,
,PREMIUM,UP04,BALLIA,yes,
,TIGER,UP04,BALLIA,yes,
,VALLEY STRONG,UP04,BALLIA,yes,
,MCCL,UP04,BALLIA,yes,
,JAINTIA CEMENT,UP04,BALLIA,yes,
,CCI,UP04,BALLIA,yes,
,STRONG BOND,UP04,BALLIA,yes,
,AMBUJA PLUS,UP04,BALLIA,yes,
,RAMCO,UP04,BALLIA,yes,
,JSW,UP04,BALLIA,yes,
,DALMIA DSP,UP04,BALLIA,yes,
,NUVOCO DURAGUARD,UP04,BALLIA,yes,
,STAR CEMENT PPC(ADSTAR),UP04,BALLIA,yes,
,STAR CEMENT ANTIRUST,UP04,BALLIA,yes,
,STAR CEMENT PPC,UP04,BALLIA,yes,
,STAR CEMENT OPC 43,UP04,BALLIA,yes,
,STAR CEMENT PSC(ADSTAR),UP04,BALLIA,no,
,TOPCEM SDC,UP04,BALLIA,yes,
,BLACK TIGER,UP04,BALLIA,yes,
,ULTRATECH PREMIUM,UP04,BALLIA,yes,
,BIRLA SAMRAT,UP04,BALLIA,no,
,NUVOCO DOUBLE BULL,UP04,BALLIA,yes,
,KONARK DALMIA,UP04,BALLIA,no,
,NUVOCO CONCRETO,UP04,BALLIA,yes,
,ULTRATECH SUPER,UP04,BALLIA,yes,
,ACC HPC,UP05,MAU,yes,
,BIRLA GOLD,UP05,MAU,no,
,SHREE,UP05,MAU,yes,
,BANGUR,UP05,MAU,yes,
,ACC F2R,UP05,MAU,yes,
,DALMIA,UP05,MAU,yes,
,TOPCEM,UP05,MAU,yes,
,AMBUJA,UP05,MAU,yes,
,SURYA GOLD,UP05,MAU,yes,
,AMRIT,UP05,MAU,yes,
,MAX,UP05,MAU,yes,
,ACC,UP05,MAU,no,
,DRAGON,UP05,MAU,yes,
,VIRGO,UP05,MAU,yes,
,BEST,UP05,MAU,yes,
,TAJ,UP05,MAU,yes,
,ATIBAL,UP05,MAU,yes,
,DELTA,UP05,MAU,yes,
,RJ CEMENT,UP05,MAU,yes,
,SURAKSHA,UP05,MAU,yes,
,RHINO,UP05,MAU,yes,
,CROWN,UP05,MAU,yes,
,ULTRATECH,UP05,MAU,yes,
,HOLCEM,UP05,MAU,yes,
,7RING,UP05,MAU,yes,
,PREMIUM,UP05,MAU,yes,
,TIGER,UP05,MAU,yes,
,VALLEY STRONG,UP05,MAU,yes,
,MCCL,UP05,MAU,yes,
,JAINTIA CEMENT,UP05,MAU,yes,
,CCI,UP05,MAU,yes,
,STRONG BOND,UP05,MAU,yes,
,AMBUJA PLUS,UP05,MAU,yes,
,RAMCO,UP05,MAU,yes,
,JSW,UP05,MAU,yes,
,DALMIA DSP,UP05,MAU,yes,
,NUVOCO DURAGUARD,UP05,MAU,yes,
,STAR CEMENT PPC(ADSTAR),UP05,MAU,yes,
,STAR CEMENT ANTIRUST,UP05,MAU,yes,
,STAR CEMENT PPC,UP05,MAU,yes,
,STAR CEMENT OPC 43,UP05,MAU,yes,
,STAR CEMENT PSC(ADSTAR),UP05,MAU,no,
,TOPCEM SDC,UP05,MAU,yes,
,BLACK TIGER,UP05,MAU,yes,
,ULTRATECH PREMIUM,UP05,MAU,yes,
,BIRLA SAMRAT,UP05,MAU,no,
,NUVOCO DOUBLE BULL,UP05,MAU,yes,
,KONARK DALMIA,UP05,MAU,no,
,NUVOCO CONCRETO,UP05,MAU,yes,
,ULTRATECH SUPER,UP05,MAU,yes,
,ACC HPC,UP06,AZAMGARH,yes,
,BIRLA GOLD,UP06,AZAMGARH,no,
,SHREE,UP06,AZAMGARH,yes,
,BANGUR,UP06,AZAMGARH,yes,
,ACC F2R,UP06,AZAMGARH,yes,
,DALMIA,UP06,AZAMGARH,yes,
,TOPCEM,UP06,AZAMGARH,yes,
,AMBUJA,UP06,AZAMGARH,yes,
,SURYA GOLD,UP06,AZAMGARH,yes,
,AMRIT,UP06,AZAMGARH,yes,
,MAX,UP06,AZAMGARH,yes,
,ACC,UP06,AZAMGARH,no,
,DRAGON,UP06,AZAMGARH,yes,
,VIRGO,UP06,AZAMGARH,yes,
,BEST,UP06,AZAMGARH,yes,
,TAJ,UP06,AZAMGARH,yes,
,ATIBAL,UP06,AZAMGARH,yes,
,DELTA,UP06,AZAMGARH,yes,
,RJ CEMENT,UP06,AZAMGARH,yes,
,SURAKSHA,UP06,AZAMGARH,yes,
,RHINO,UP06,AZAMGARH,yes,
,CROWN,UP06,AZAMGARH,yes,
,ULTRATECH,UP06,AZAMGARH,yes,
,HOLCEM,UP06,AZAMGARH,yes,
,7RING,UP06,AZAMGARH,yes,
,PREMIUM,UP06,AZAMGARH,yes,
,TIGER,UP06,AZAMGARH,yes,
,VALLEY STRONG,UP06,AZAMGARH,yes,
,MCCL,UP06,AZAMGARH,yes,
,JAINTIA CEMENT,UP06,AZAMGARH,yes,
,CCI,UP06,AZAMGARH,yes,
,STRONG BOND,UP06,AZAMGARH,yes,
,AMBUJA PLUS,UP06,AZAMGARH,yes,
,RAMCO,UP06,AZAMGARH,yes,
,JSW,UP06,AZAMGARH,yes,
,DALMIA DSP,UP06,AZAMGARH,yes,
,NUVOCO DURAGUARD,UP06,AZAMGARH,yes,
,STAR CEMENT PPC(ADSTAR),UP06,AZAMGARH,yes,
,STAR CEMENT ANTIRUST,UP06,AZAMGARH,yes,
,STAR CEMENT PPC,UP06,AZAMGARH,yes,
,STAR CEMENT OPC 43,UP06,AZAMGARH,yes,
,STAR CEMENT PSC(ADSTAR),UP06,AZAMGARH,no,
,TOPCEM SDC,UP06,AZAMGARH,yes,
,BLACK TIGER,UP06,AZAMGARH,yes,
,ULTRATECH PREMIUM,UP06,AZAMGARH,yes,
,BIRLA SAMRAT,UP06,AZAMGARH,no,
,NUVOCO DOUBLE BULL,UP06,AZAMGARH,yes,
,KONARK DALMIA,UP06,AZAMGARH,no,
,NUVOCO CONCRETO,UP06,AZAMGARH,yes,
,ULTRATECH SUPER,UP06,AZAMGARH,yes,
,ACC HPC,UP07,GORAKHPUR,yes,
